序号,raw_name,standard_name,brand,brand_cn,model_canonical,model_display,model_aliases,reference_price,price_note,knowledge_record_id,knowledge_name,match_status,price_alignment,auto_sync_to_kb,review_required,review_reason,action
1051,锋影100 BLADEX100 AYPV041 Lining 锋影系列,LI-NING 锋影100 BLADEX100,LI-NING,李宁,锋影100 BLADEX100,LI-NING 锋影100 BLADEX100,锋影100 BLADEX100 AYPV041 Lining 锋影系列；LI-NING 锋影100 BLADEX100；BLADEX100；AYPV041；锋影,280,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-锋影100-BLADEX100,LI-NING 锋影100 BLADEX100,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
1052,锋影199 BLADEX199 BX199 Lining 锋影系列,LI-NING 锋影199 BLADEX199 BX199,LI-NING,李宁,锋影199 BLADEX199 BX199,LI-NING 锋影199 BLADEX199 BX199,锋影199 BLADEX199 BX199 Lining 锋影系列；LI-NING 锋影199 BLADEX199 BX199；BLADEX199；BX199；锋影,400,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-锋影199-BLADEX199-BX199,LI-NING 锋影199 BLADEX199 BX199,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
1053,锋影200 BX200 AYPR277 AYPR279 BLADEX200 Lining 锋影系列,LI-NING 锋影200 BX200 BLADEX200,LI-NING,李宁,锋影200 BX200 BLADEX200,LI-NING 锋影200 BX200 BLADEX200,锋影200 BX200 AYPR277 AYPR279 BLADEX200 Lining 锋影系列；LI-NING 锋影200 BX200 BLADEX200；BX200；AYPR277；AYPR279；BLADEX200；锋影,400,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-锋影200-BX200-BLADEX200,LI-NING 锋影200 BX200 BLADEX200,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
1054,锋影200R BLADEX200R AYPS213 Lining 锋影系列,LI-NING 锋影200R BLADEX200R,LI-NING,李宁,锋影200R BLADEX200R,LI-NING 锋影200R BLADEX200R,锋影200R BLADEX200R AYPS213 Lining 锋影系列；LI-NING 锋影200R BLADEX200R；BLADEX200R；AYPS213；锋影,400,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-锋影200R-BLADEX200R,LI-NING 锋影200R BLADEX200R,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
1055,锋影500 BX500 AYPR273 AYPR275 BLADEX500 Lining 锋影系列,LI-NING 锋影500 BX500 BLADEX500,LI-NING,李宁,锋影500 BX500 BLADEX500,LI-NING 锋影500 BX500 BLADEX500,锋影500 BX500 AYPR273 AYPR275 BLADEX500 Lining 锋影系列；LI-NING 锋影500 BX500 BLADEX500；BX500；AYPR273；AYPR275；BLADEX500；锋影,880,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-锋影500-BX500-BLADEX500,LI-NING 锋影500 BX500 BLADEX500,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
1056,锋影500NEW BLADEX500NEW Lining 锋影系列,LI-NING 锋影500NEW BLADEX500NEW,LI-NING,李宁,锋影500NEW BLADEX500NEW,LI-NING 锋影500NEW BLADEX500NEW,锋影500NEW BLADEX500NEW Lining 锋影系列；LI-NING 锋影500NEW BLADEX500NEW；BLADEX500NEW；锋影,400,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-锋影500NEW-BLADEX500NEW,LI-NING 锋影500NEW BLADEX500NEW,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
1057,锋影600 AYPT033 AYPT035 BLADEX600 Lining 锋影系列,LI-NING 锋影600 BLADEX600,LI-NING,李宁,锋影600 BLADEX600,LI-NING 锋影600 BLADEX600,锋影600 AYPT033 AYPT035 BLADEX600 Lining 锋影系列；LI-NING 锋影600 BLADEX600；AYPT033；AYPT035；BLADEX600；锋影,540,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-锋影600-BLADEX600,LI-NING 锋影600 BLADEX600,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
1058,锋影600 Ⅱ AYPV015 锋影600Ⅱ 锋影600二代 锋影600NEW BLADEX600NEW Lining 锋影系列,LI-NING BLADEX 600,LI-NING,李宁,BLADEX 600,LI-NING BLADEX 600,锋影600 Ⅱ AYPV015 锋影600Ⅱ 锋影600二代 锋影600NEW BLADEX600NEW Lining 锋影系列；LI-NING 锋影600 II 锋影600II 锋影600二代 锋影600NEW BLADEX600NEW；AYPV015；BLADEX600NEW；锋影,1080,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-锋影600-II-锋影600II-锋影600二代-锋影600NEW-BLADEX600NEW,LI-NING 锋影600 II 锋影600II 锋影600二代 锋影600NEW BLADEX600NEW,歧义，需要人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1059,锋影700 BX700 BX,LI-NING 锋影700 BX700 BX,LI-NING,李宁,锋影700 BX700 BX,LI-NING 锋影700 BX700 BX,锋影700 BX700 BX；LI-NING 锋影700 BX700 BX；BX700；锋影,1380,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-锋影700-BX700-BX,LI-NING 锋影700 BX700 BX,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
1060,锋影700 荧光明黄 AYPU015 锋影700新色 BLADEX700新色 BX700新色 Lining 锋影系列,LI-NING BLADEX 700,LI-NING,李宁,BLADEX 700,LI-NING BLADEX 700,锋影700 荧光明黄 AYPU015 锋影700新色 BLADEX700新色 BX700新色 Lining 锋影系列；LI-NING 锋影700 荧光明黄 锋影700新色 BLADEX700新色 BX700新色；AYPU015；锋影,1380,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-锋影700-荧光明黄-锋影700新色-BLADEX700新色-BX700新色,LI-NING 锋影700 荧光明黄 锋影700新色 BLADEX700新色 BX700新色,歧义，需要人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1061,锋影73 BX73 AYPS059 AYPS061 BLADEX73 Lining 锋影系列,LI-NING 锋影73 BX73 BLADEX73,LI-NING,李宁,锋影73 BX73 BLADEX73,LI-NING 锋影73 BX73 BLADEX73,锋影73 BX73 AYPS059 AYPS061 BLADEX73 Lining 锋影系列；LI-NING 锋影73 BX73 BLADEX73；BX73；AYPS059；AYPS061；BLADEX73；锋影,400,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-锋影73-BX73-BLADEX73,LI-NING 锋影73 BX73 BLADEX73,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
1062,锋影800 AYPR264 AYPR266 BLADEX800 Lining 锋影系列,LI-NING 锋影800 BLADEX800,LI-NING,李宁,锋影800 BLADEX800,LI-NING 锋影800 BLADEX800,锋影800 AYPR264 AYPR266 BLADEX800 Lining 锋影系列；LI-NING 锋影800 BLADEX800；AYPR264；AYPR266；BLADEX800；锋影,1680,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-锋影800-BLADEX800,LI-NING 锋影800 BLADEX800,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
1063,锋影800 POWER 锋影800POWER BLADEX800POWER 锋影800P AYPW005 Lining 锋影系列,LI-NING BLADEX 800 POWER,LI-NING,李宁,BLADEX 800 POWER,LI-NING BLADEX 800 POWER,锋影800 POWER 锋影800POWER BLADEX800POWER 锋影800P AYPW005 Lining 锋影系列；LI-NING 锋影800 POWER 锋影800POWER BLADEX800POWER 锋影800P；BLADEX800POWER；AYPW005；锋影,1680,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-锋影800-POWER-锋影800POWER-BLADEX800POWER-锋影800P,LI-NING 锋影800 POWER 锋影800POWER BLADEX800POWER 锋影800P,歧义，需要人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1064,锋影800 SPEED BLADEX800SPEED 锋影800SPEED 锋影800S AYPW003 800SPEED Lining 锋影系列,LI-NING 锋影800 SPEED BLADEX800SPEED 锋影800SPEED 锋影800S 800SPEED,LI-NING,李宁,锋影800 SPEED BLADEX800SPEED 锋影800SPEED 锋影800S 800SPEED,LI-NING 锋影800 SPEED BLADEX800SPEED 锋影800SPEED 锋影800S 800SPEED,锋影800 SPEED BLADEX800SPEED 锋影800SPEED 锋影800S AYPW003 800SPEED Lining 锋影系列；LI-NING 锋影800 SPEED BLADEX800SPEED 锋影800SPEED 锋影800S 800SPEED；BLADEX800SPEED；AYPW003；锋影,1680,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-锋影800-SPEED-BLADEX800SPEED-锋影800SPEED-锋影800S-800SPEED,LI-NING 锋影800 SPEED BLADEX800SPEED 锋影800SPEED 锋影800S 800SPEED,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
1065,锋影800NEW AYPT331 锋影800新色 BLADEX800NEW Lining 锋影系列,LI-NING BLADEX 800NEW,LI-NING,李宁,BLADEX 800NEW,LI-NING BLADEX 800NEW,锋影800NEW AYPT331 锋影800新色 BLADEX800NEW Lining 锋影系列；LI-NING BLADEX 800NEW；AYPT331；BLADEX800NEW；锋影,1680,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-BLADEX-800NEW,LI-NING BLADEX 800NEW,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1066,锋影800ZN AYPR268 BX800ZN BLADEX800 锋影800礼盒 Lining 锋影系列,LI-NING 锋影800ZN BX800ZN BLADEX800 锋影800礼盒,LI-NING,李宁,锋影800ZN BX800ZN BLADEX800 锋影800礼盒,LI-NING 锋影800ZN BX800ZN BLADEX800 锋影800礼盒,锋影800ZN AYPR268 BX800ZN BLADEX800 锋影800礼盒 Lining 锋影系列；LI-NING 锋影800ZN BX800ZN BLADEX800 锋影800礼盒；AYPR268；BX800ZN；BLADEX800；锋影,700,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-锋影800ZN-BX800ZN-BLADEX800-锋影800礼盒,LI-NING 锋影800ZN BX800ZN BLADEX800 锋影800礼盒,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
1067,锋影880 BLADEX880志田千阳 AWPW051 Lining 锋影系列,LI-NING 锋影880 BLADEX880志田千阳 AWPW051,LI-NING,李宁,锋影880 BLADEX880志田千阳 AWPW051,LI-NING 锋影880 BLADEX880志田千阳 AWPW051,锋影880 BLADEX880志田千阳 AWPW051 Lining 锋影系列；LI-NING 锋影880 BLADEX880志田千阳 AWPW051；AWPW051；锋影,1680,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-锋影880-BLADEX880志田千阳-AWPW051,LI-NING 锋影880 BLADEX880志田千阳 AWPW051,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
1068,锋影900MAX日 AYPT023 AYPT021 BLADEX900MAX日 锋影900MAX 锋影900日 Lining 锋影系列,LI-NING BLADEX 900,LI-NING,李宁,BLADEX 900,LI-NING BLADEX 900,锋影900MAX日 AYPT023 AYPT021 BLADEX900MAX日 锋影900MAX 锋影900日 Lining 锋影系列；LI-NING 锋影900MAX日 BLADEX900MAX日 锋影900MAX 锋影900日；AYPT023；AYPT021；锋影,1780,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-锋影900MAX日-BLADEX900MAX日-锋影900MAX-锋影900日,LI-NING 锋影900MAX日 BLADEX900MAX日 锋影900MAX 锋影900日,歧义，需要人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1069,锋影900MAX月 AYPT027 AYPT025 BLADEX900MAX月 锋影900MAX 锋影900月 Lining 锋影系列,LI-NING BLADEX 900 SUN MAX,LI-NING,李宁,BLADEX 900 SUN MAX,LI-NING BLADEX 900 SUN MAX,锋影900MAX月 AYPT027 AYPT025 BLADEX900MAX月 锋影900MAX 锋影900月 Lining 锋影系列；LI-NING BLADEX 900 SUN MAX；AYPT027；AYPT025；锋影,1780,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-BLADEX-900,LI-NING BLADEX 900 SUN MAX,精确对应,已按清单价与知识库价平均覆盖,YES,NO,价格已按平均值覆盖,参考价已按清单价与知识库价平均值覆盖；同步到知识库
1070,锋影900MAX苏迪曼杯纪念款 900max 日月同辉 Lining 锋影系列,LI-NING BLADEX 900,LI-NING,李宁,BLADEX 900,LI-NING BLADEX 900,锋影900MAX苏迪曼杯纪念款 900max 日月同辉 Lining 锋影系列；LI-NING 锋影900MAX苏迪曼杯纪念 900MAX 日月同辉；锋影,400,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-锋影900MAX苏迪曼杯纪念-900MAX-日月同辉,LI-NING 锋影900MAX苏迪曼杯纪念 900MAX 日月同辉,歧义，需要人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1071,锋影900NEW BLADEX900NEW AYPU047 全新锋影900 Lining 锋影系列,LI-NING BLADEX 900NEW,LI-NING,李宁,BLADEX 900NEW,LI-NING BLADEX 900NEW,锋影900NEW BLADEX900NEW AYPU047 全新锋影900 Lining 锋影系列；LI-NING BLADEX 900NEW；BLADEX900NEW；AYPU047；锋影,1780,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-BLADEX-900NEW,LI-NING BLADEX 900NEW,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
1072,锋影900New 大师赛配色 BLADEX900NEW AYPV085 2025深圳大师赛配色 Lining 锋影系列,LI-NING BLADEX 900 NEW,LI-NING,李宁,BLADEX 900 NEW,LI-NING BLADEX 900 NEW,锋影900New 大师赛配色 BLADEX900NEW AYPV085 2025深圳大师赛配色 Lining 锋影系列；LI-NING 锋影900NEW 大师赛配色 BLADEX900NEW 2025深圳大师赛配色；BLADEX900NEW；AYPV085；锋影,1880,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-锋影900NEW-大师赛配色-BLADEX900NEW-2025深圳大师赛配色,LI-NING 锋影900NEW 大师赛配色 BLADEX900NEW 2025深圳大师赛配色,歧义，需要人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1073,锋影BLADEX Lining 锋影系列,LI-NING 锋影BLADEX,LI-NING,李宁,锋影BLADEX,LI-NING 锋影BLADEX,锋影BLADEX Lining 锋影系列；LI-NING 锋影BLADEX；锋影,400,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-锋影BLADEX,LI-NING 锋影BLADEX,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
1074,锋影EX,LI-NING 锋影EX,LI-NING,李宁,锋影EX,LI-NING 锋影EX,锋影EX；LI-NING 锋影EX；锋影,400,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-锋影EX,LI-NING 锋影EX,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
1075,锋影SONAR 锋影声呐 AYPT039 BLADEX声呐 AYPT037 BLADEXSONAR Lining 锋影系列,LI-NING 锋影SONAR 锋影声呐 BLADEX声呐 BLADEXSONAR,LI-NING,李宁,锋影SONAR 锋影声呐 BLADEX声呐 BLADEXSONAR,LI-NING 锋影SONAR 锋影声呐 BLADEX声呐 BLADEXSONAR,锋影SONAR 锋影声呐 AYPT039 BLADEX声呐 AYPT037 BLADEXSONAR Lining 锋影系列；LI-NING 锋影SONAR 锋影声呐 BLADEX声呐 BLADEXSONAR；AYPT039；AYPT037；锋影,400,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-锋影SONAR-锋影声呐-BLADEX声呐-BLADEXSONAR,LI-NING 锋影SONAR 锋影声呐 BLADEX声呐 BLADEXSONAR,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
1076,锋影小旋风 AYPT355 AYPT361 BLADEX小旋风 Lining 锋影系列,LI-NING 锋影小旋风 BLADEX小旋风,LI-NING,李宁,锋影小旋风 BLADEX小旋风,LI-NING 锋影小旋风 BLADEX小旋风,锋影小旋风 AYPT355 AYPT361 BLADEX小旋风 Lining 锋影系列；LI-NING 锋影小旋风 BLADEX小旋风；AYPT355；AYPT361；锋影,400,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-锋影小旋风-BLADEX小旋风,LI-NING 锋影小旋风 BLADEX小旋风,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
1077,AXFORCE Blast 雷霆Blast Lining 雷霆系列,LI-NING AXFORCE BLAST 雷霆BLAST,LI-NING,李宁,AXFORCE BLAST 雷霆BLAST,LI-NING AXFORCE BLAST 雷霆BLAST,AXFORCE Blast 雷霆Blast Lining 雷霆系列；LI-NING AXFORCE BLAST 雷霆BLAST,399,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-AXFORCE-BLAST-雷霆BLAST,LI-NING AXFORCE BLAST 雷霆BLAST,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
1078,BIGBANG AYPS275 AYPS273 雷霆BIGBANG AXFORCEBIGBANG Lining 雷霆系列,LI-NING BIGBANG 雷霆BIGBANG AXFORCEBIGBANG,LI-NING,李宁,BIGBANG 雷霆BIGBANG AXFORCEBIGBANG,LI-NING BIGBANG 雷霆BIGBANG AXFORCEBIGBANG,BIGBANG AYPS275 AYPS273 雷霆BIGBANG AXFORCEBIGBANG Lining 雷霆系列；LI-NING BIGBANG 雷霆BIGBANG AXFORCEBIGBANG；AYPS275；AYPS273,680,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-BIGBANG-雷霆BIGBANG-AXFORCEBIGBANG,LI-NING BIGBANG 雷霆BIGBANG AXFORCEBIGBANG,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
1079,BIGBANG荧光耀粉 AYPU049 AYPU051 Lining 雷霆系列,LI-NING BIGBANG荧光耀粉,LI-NING,李宁,BIGBANG荧光耀粉,LI-NING BIGBANG荧光耀粉,BIGBANG荧光耀粉 AYPU049 AYPU051 Lining 雷霆系列；LI-NING BIGBANG荧光耀粉；AYPU049；AYPU051,680,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-BIGBANG荧光耀粉,LI-NING BIGBANG荧光耀粉,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
1080,小钢炮柠檬兔 AYPW045 AYPW040 AYPW050 Lining 雷霆系列,LI-NING 小钢炮柠檬兔,LI-NING,李宁,小钢炮柠檬兔,LI-NING 小钢炮柠檬兔,小钢炮柠檬兔 AYPW045 AYPW040 AYPW050 Lining 雷霆系列；LI-NING 小钢炮柠檬兔；AYPW045；AYPW040；AYPW050,300,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-小钢炮柠檬兔,LI-NING 小钢炮柠檬兔,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
1081,雷霆08 AXFORCE08 AYPS185 AYPS183 雷霆8 Lining 雷霆系列,LI-NING 雷霆08 AXFORCE08 雷霆8,LI-NING,李宁,雷霆08 AXFORCE08 雷霆8,LI-NING 雷霆08 AXFORCE08 雷霆8,雷霆08 AXFORCE08 AYPS185 AYPS183 雷霆8 Lining 雷霆系列；LI-NING 雷霆08 AXFORCE08 雷霆8；AXFORCE08；AYPS185；AYPS183,600,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-雷霆08-AXFORCE08-雷霆8,LI-NING 雷霆08 AXFORCE08 雷霆8,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
1082,雷霆08羽萌萌礼盒套装 雷霆08羽萌萌 Lining 雷霆系列,LI-NING 雷霆08羽萌萌礼盒套装 雷霆08羽萌萌,LI-NING,李宁,雷霆08羽萌萌礼盒套装 雷霆08羽萌萌,LI-NING 雷霆08羽萌萌礼盒套装 雷霆08羽萌萌,雷霆08羽萌萌礼盒套装 雷霆08羽萌萌 Lining 雷霆系列；LI-NING 雷霆08羽萌萌礼盒套装 雷霆08羽萌萌,600,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-雷霆08羽萌萌礼盒套装-雷霆08羽萌萌,LI-NING 雷霆08羽萌萌礼盒套装 雷霆08羽萌萌,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
1083,雷霆10 AXFORCE10 AYPU105 AYPU109 Lining 雷霆系列,LI-NING AXFORCE 10,LI-NING,李宁,AXFORCE 10,LI-NING AXFORCE 10,雷霆10 AXFORCE10 AYPU105 AYPU109 Lining 雷霆系列；LI-NING 雷霆10 AXFORCE10；AXFORCE10；AYPU105；AYPU109,600,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-雷霆10-AXFORCE10,LI-NING 雷霆10 AXFORCE10,歧义，需要人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1084,雷霆100 AXFORCE100 AF100 AYPT235 雷霆100麒麟 Lining 雷霆系列,LI-NING AXFORCE 100,LI-NING,李宁,AXFORCE 100,LI-NING AXFORCE 100,雷霆100 AXFORCE100 AF100 AYPT235 雷霆100麒麟 Lining 雷霆系列；LI-NING AXFORCE 100；AXFORCE100；AF100；AYPT235,1880,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-AXFORCE-100,LI-NING AXFORCE 100,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
1085,雷霆100 二代 MAX AYPW047 AXFORCE100ⅡMAX Lining 雷霆系列,LI-NING AXFORCE 100,LI-NING,李宁,AXFORCE 100,LI-NING AXFORCE 100,雷霆100 二代 MAX AYPW047 AXFORCE100ⅡMAX Lining 雷霆系列；LI-NING 雷霆100 二代 MAX AXFORCE100IIMAX；AYPW047,1880,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-雷霆100-二代-MAX-AXFORCE100IIMAX,LI-NING 雷霆100 二代 MAX AXFORCE100IIMAX,歧义，需要人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1086,雷霆100二代 AYPV039 雷霆100Ⅱ Lining 雷霆系列,LI-NING 雷霆100二代 雷霆100II,LI-NING,李宁,雷霆100二代 雷霆100II,LI-NING 雷霆100二代 雷霆100II,雷霆100二代 AYPV039 雷霆100Ⅱ Lining 雷霆系列；LI-NING 雷霆100二代 雷霆100II；AYPV039,1880,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-雷霆100二代-雷霆100II,LI-NING 雷霆100二代 雷霆100II,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
1087,雷霆20 AF20 AYPS049 AYPS051 AXFORCE20 Lining 雷霆系列,LI-NING 雷霆20 AF20 AXFORCE20,LI-NING,李宁,雷霆20 AF20 AXFORCE20,LI-NING 雷霆20 AF20 AXFORCE20,雷霆20 AF20 AYPS049 AYPS051 AXFORCE20 Lining 雷霆系列；LI-NING 雷霆20 AF20 AXFORCE20；AF20；AYPS049；AYPS051；AXFORCE20,380,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-雷霆20-AF20-AXFORCE20,LI-NING 雷霆20 AF20 AXFORCE20,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
1088,雷霆20R AYPT073 AXFORCE20R Lining 雷霆系列,LI-NING 雷霆20R AXFORCE20R,LI-NING,李宁,雷霆20R AXFORCE20R,LI-NING 雷霆20R AXFORCE20R,雷霆20R AYPT073 AXFORCE20R Lining 雷霆系列；LI-NING 雷霆20R AXFORCE20R；AYPT073；AXFORCE20R,600,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-雷霆20R-AXFORCE20R,LI-NING 雷霆20R AXFORCE20R,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
1089,雷霆30 AXFORCE30 AYPV005 30EX,LI-NING AXFORCE 30,LI-NING,李宁,AXFORCE 30,LI-NING AXFORCE 30,雷霆30 AXFORCE30 AYPV005 30EX；LI-NING 雷霆30 AXFORCE30 30EX；AXFORCE30；AYPV005,480,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-雷霆30-AXFORCE30-30EX,LI-NING 雷霆30 AXFORCE30 30EX,歧义，需要人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
1090,雷霆40 AYPU011 Lining 雷霆系列,LI-NING 雷霆40,LI-NING,李宁,雷霆40,LI-NING 雷霆40,雷霆40 AYPU011 Lining 雷霆系列；LI-NING 雷霆40；AYPU011,680,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-雷霆40,LI-NING 雷霆40,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
1091,雷霆50 AYPS047 AYPS045 AXFORCE50 Lining 雷霆系列,LI-NING 雷霆50 AXFORCE50,LI-NING,李宁,雷霆50 AXFORCE50,LI-NING 雷霆50 AXFORCE50,雷霆50 AYPS047 AYPS045 AXFORCE50 Lining 雷霆系列；LI-NING 雷霆50 AXFORCE50；AYPS047；AYPS045；AXFORCE50,880,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-雷霆50-AXFORCE50,LI-NING 雷霆50 AXFORCE50,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
1092,雷霆60 AYPT053 AYPT055 AXFORCE60 Lining 雷霆系列,LI-NING 雷霆60 AXFORCE60,LI-NING,李宁,雷霆60 AXFORCE60,LI-NING 雷霆60 AXFORCE60,雷霆60 AYPT053 AYPT055 AXFORCE60 Lining 雷霆系列；LI-NING 雷霆60 AXFORCE60；AYPT053；AYPT055；AXFORCE60,1080,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-雷霆60-AXFORCE60,LI-NING 雷霆60 AXFORCE60,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
1093,雷霆60马年限定 AXFORCE60马年限定 Lining 雷霆系列,LI-NING 雷霆60马年限定 AXFORCE60马年限定,LI-NING,李宁,雷霆60马年限定 AXFORCE60马年限定,LI-NING 雷霆60马年限定 AXFORCE60马年限定,雷霆60马年限定 AXFORCE60马年限定 Lining 雷霆系列；LI-NING 雷霆60马年限定 AXFORCE60马年限定,1180,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-雷霆60马年限定-AXFORCE60马年限定,LI-NING 雷霆60马年限定 AXFORCE60马年限定,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
1094,雷霆70 AYPT047 AYPT049 AXFORCE70 Lining 雷霆系列,LI-NING 雷霆70 AXFORCE70,LI-NING,李宁,雷霆70 AXFORCE70,LI-NING 雷霆70 AXFORCE70,雷霆70 AYPT047 AYPT049 AXFORCE70 Lining 雷霆系列；LI-NING 雷霆70 AXFORCE70；AYPT047；AYPT049；AXFORCE70,1380,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-雷霆70-AXFORCE70,LI-NING 雷霆70 AXFORCE70,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
